ID_Funcionario,Nome,Departamento,Cargo,Salario,Data_Admissao,Genero,Idade,Estado_Civil,Status
865,Caroline Fernandes,Financeiro,Assistente,14363.19,2018-04-15,M,42,Divorciado,Ativo
866,Ryan Moreira,Produção,Assistente,14278.15,2024-03-21,M,55,Casado,Inativo
867,Srta. Júlia Caldeira,Financeiro,Analista,4957.31,2019-10-10,M,57,Divorciado,Inativo
868,Henrique Gomes,Produção,Técnico,3097.82,2022-05-28,M,53,Divorciado,Ativo
869,Eloah Oliveira,TI,Técnico,4784.12,2015-09-26,F,34,Solteiro,Ativo
870,João das Neves,TI,Coordenador,3095.73,2024-07-28,F,41,Divorciado,Ativo
871,Sr. Davi Luiz Campos,Vendas,Analista,10015.26,2016-03-01,M,58,Divorciado,Ativo
872,Isadora Vieira,TI,Analista,14762.59,2025-03-30,F,31,Solteiro,Ativo
873,Luana Campos,Produção,Técnico,11017.45,2018-03-11,M,35,Viúvo,Ativo
874,Sabrina Porto,Vendas,Gerente,4583.52,2024-09-28,M,44,Casado,Inativo
875,Elisa Cavalcanti,Produção,Gerente,12804.24,2022-05-11,F,39,Solteiro,Inativo
876,Eduardo da Rocha,Vendas,Gerente,12318.96,2017-07-15,F,31,Casado,Inativo
877,João Felipe das Neves,Produção,Técnico,10746.37,2020-04-30,M,31,Viúvo,Inativo
878,Benício Barbosa,Financeiro,Gerente,4771.3,2025-08-27,M,22,Viúvo,Ativo
879,João Miguel da Costa,Financeiro,Analista,4107.84,2023-09-21,M,47,Casado,Inativo
880,Pedro Lucas Peixoto,RH,Analista,4698.21,2023-04-13,M,39,Solteiro,Inativo
881,Daniela Melo,Financeiro,Gerente,9129.6,2025-03-31,F,36,Solteiro,Ativo
882,Ana Laura Farias,Vendas,Gerente,10221.12,2016-07-29,F,22,Solteiro,Ativo
883,Nina Moreira,Vendas,Analista,6642.72,2016-04-12,F,49,Casado,Inativo
884,Dr. Antônio Pinto,RH,Assistente,7642.03,2025-03-24,F,60,Solteiro,Inativo
885,Enzo Costela,TI,Analista,5025.05,2025-06-05,M,20,Solteiro,Ativo
886,Luiz Gustavo Pereira,Logística,Assistente,6888.77,2015-11-23,F,46,Solteiro,Inativo
887,Sra. Caroline Araújo,TI,Gerente,6750.44,2025-04-30,F,25,Solteiro,Inativo
888,Luana da Conceição,Financeiro,Técnico,12222.41,2022-10-22,F,29,Solteiro,Ativo
889,Lívia Pires,Produção,Gerente,5673.53,2022-11-18,M,30,Solteiro,Inativo
890,Emilly da Conceição,Produção,Assistente,13069.08,2025-07-25,M,34,Solteiro,Inativo
891,Sra. Gabriela da Cruz,RH,Coordenador,14278.75,2016-10-26,F,35,Divorciado,Ativo
892,Ana Clara Moreira,TI,Gerente,14523.1,2025-01-06,M,53,Casado,Ativo
893,Ana Vitória Alves,Logística,Gerente,10860.8,2021-06-13,F,37,Divorciado,Ativo
894,Murilo Pereira,Vendas,Analista,7037.65,2017-11-12,F,39,Solteiro,Ativo
895,Yago Moreira,Logística,Gerente,3106.35,2018-07-21,F,28,Viúvo,Inativo
896,Pedro Lopes,TI,Coordenador,2757.36,2024-03-05,F,20,Solteiro,Ativo
897,Sra. Joana Jesus,RH,Analista,6030.37,2025-01-12,M,34,Divorciado,Inativo
898,Maria da Mota,Financeiro,Assistente,7918.65,2015-12-05,F,29,Viúvo,Ativo
899,Nicole Peixoto,Financeiro,Assistente,8008.91,2019-04-29,F,30,Casado,Inativo
900,Yuri Farias,RH,Gerente,7255.85,2025-09-19,M,46,Casado,Inativo
901,Daniela Jesus,Vendas,Gerente,4618.91,2018-03-17,F,33,Viúvo,Inativo
902,Evelyn Novaes,Produção,Coordenador,9848.38,2015-12-28,M,29,Casado,Inativo
903,Vitor Dias,Logística,Coordenador,9474.91,2024-05-06,F,57,Divorciado,Ativo
904,Levi Silva,RH,Técnico,9184.68,2016-08-17,M,35,Solteiro,Ativo
905,Benjamin Sales,Produção,Técnico,2468.32,2017-01-23,M,32,Solteiro,Inativo
906,Dra. Lara Monteiro,RH,Coordenador,9488.02,2018-09-26,M,54,Solteiro,Inativo
907,Dr. Leonardo Silveira,Vendas,Analista,6091.7,2017-02-19,M,59,Divorciado,Inativo
908,Vinicius Monteiro,RH,Analista,12737.9,2017-07-08,F,32,Casado,Inativo
909,Pedro Miguel Lopes,Financeiro,Analista,5747.29,2024-02-02,M,46,Solteiro,Inativo
910,Luna Novaes,TI,Gerente,3106.49,2025-08-17,M,61,Divorciado,Inativo
911,Vinicius Duarte,Produção,Coordenador,10509.89,2021-10-26,F,28,Casado,Ativo
912,Dra. Maria Vitória Peixoto,RH,Assistente,9934.84,2023-01-04,F,54,Divorciado,Ativo
913,Dra. Júlia Pinto,Logística,Gerente,9685.05,2017-08-28,F,54,Solteiro,Inativo
914,Ana Sophia da Cruz,RH,Gerente,7091.82,2025-05-25,M,20,Divorciado,Ativo
915,Davi da Mota,TI,Analista,14562.6,2017-07-08,F,29,Casado,Ativo
916,Eduardo da Mata,Produção,Coordenador,12283.89,2017-09-28,F,29,Solteiro,Ativo
917,Stephany Almeida,Financeiro,Gerente,6822.3,2024-12-10,M,35,Divorciado,Ativo
918,Vicente Duarte,Logística,Assistente,5855.69,2024-05-27,M,26,Casado,Inativo
919,Yuri Costela,Logística,Assistente,6568.88,2024-04-16,F,45,Viúvo,Inativo
920,Dra. Laura da Conceição,Financeiro,Assistente,4496.46,2023-06-25,M,42,Viúvo,Inativo
921,Vitória Farias,Vendas,Técnico,10455.24,2016-01-30,F,42,Viúvo,Inativo
922,Mirella Fernandes,RH,Assistente,5183.45,2018-03-20,F,29,Divorciado,Ativo
923,Ian Porto,RH,Analista,4254.68,2018-09-24,M,49,Viúvo,Inativo
924,Raul Cardoso,Vendas,Assistente,8044.37,2017-07-05,M,30,Divorciado,Ativo
925,Luiz Otávio Azevedo,RH,Coordenador,10793.43,2022-06-16,M,64,Viúvo,Ativo
926,Davi Lucas Gonçalves,Vendas,Analista,11509.79,2025-01-07,M,48,Casado,Inativo
927,Dr. Antônio Ramos,Logística,Assistente,2856.45,2023-12-05,F,63,Divorciado,Ativo
928,Valentina Cardoso,TI,Gerente,10602.13,2023-06-04,F,64,Solteiro,Ativo
929,Camila Rodrigues,RH,Gerente,14161.36,2024-01-23,F,27,Casado,Ativo
930,Luiza Viana,Produção,Técnico,12613.61,2023-07-30,F,47,Solteiro,Ativo
931,Yuri Ferreira,TI,Coordenador,10328.64,2022-07-16,M,57,Casado,Ativo
932,Evelyn Dias,Vendas,Assistente,9636.35,2019-11-22,F,42,Casado,Inativo
933,Benício da Cunha,Financeiro,Técnico,13633.66,2019-02-01,F,29,Solteiro,Ativo
934,Caio Ramos,Vendas,Técnico,11269.41,2018-01-05,M,39,Divorciado,Inativo
935,Felipe Pinto,Financeiro,Coordenador,13914.73,2016-10-24,M,28,Solteiro,Inativo
936,Marina Souza,Produção,Analista,7953.85,2018-04-13,F,41,Solteiro,Inativo
937,Pedro Henrique Barros,Financeiro,Analista,4544.38,2020-06-14,M,43,Solteiro,Ativo
938,Laís Gonçalves,Financeiro,Gerente,10750.29,2025-08-09,M,21,Viúvo,Ativo
939,Sarah Correia,Produção,Coordenador,9941.08,2023-02-19,F,57,Casado,Inativo
940,Juliana Freitas,Vendas,Técnico,3632.13,2023-12-08,F,28,Divorciado,Ativo
941,Renan Vieira,Financeiro,Analista,7091.0,2024-10-01,M,44,Solteiro,Inativo
942,Ana Almeida,Produção,Coordenador,8933.21,2016-07-05,F,63,Viúvo,Ativo
943,Alícia das Neves,Financeiro,Gerente,2721.74,2017-12-11,F,19,Casado,Ativo
944,Isaac Aragão,Financeiro,Técnico,8164.23,2023-06-09,F,28,Viúvo,Inativo
945,Srta. Isis Sales,Vendas,Coordenador,9908.02,2020-03-14,F,46,Solteiro,Ativo
946,Stella Almeida,Vendas,Analista,10290.07,2025-08-05,F,39,Viúvo,Ativo
947,Enzo Gabriel Aragão,Produção,Técnico,7077.24,2021-02-21,F,46,Solteiro,Inativo
948,Daniela Cardoso,Vendas,Gerente,11931.82,2018-08-02,F,24,Divorciado,Ativo
949,Rebeca Teixeira,Financeiro,Coordenador,13773.18,2023-01-30,M,50,Divorciado,Inativo
950,Renan da Cruz,Produção,Coordenador,2792.28,2024-03-31,F,55,Divorciado,Inativo
951,Giovanna Rocha,Financeiro,Coordenador,13312.73,2023-08-30,M,41,Casado,Inativo
952,Calebe Alves,TI,Coordenador,11199.99,2018-11-12,M,37,Solteiro,Ativo
953,Isabelly Fernandes,Vendas,Gerente,13734.64,2016-01-16,F,23,Divorciado,Ativo
954,Sr. Enrico Vieira,RH,Analista,8955.19,2022-02-19,M,18,Solteiro,Ativo
955,Helena Porto,RH,Analista,11458.19,2020-01-08,M,28,Divorciado,Ativo
956,Sra. Gabriela Cavalcanti,TI,Assistente,14196.4,2023-06-13,F,36,Solteiro,Ativo
957,Felipe Campos,Financeiro,Analista,6488.76,2018-07-26,F,30,Casado,Inativo
958,Dr. Benjamin Silveira,Logística,Técnico,11235.89,2021-06-06,F,44,Solteiro,Ativo
959,Maria Sophia Vieira,TI,Analista,14633.75,2024-05-28,M,63,Solteiro,Inativo
960,João Gabriel da Mata,RH,Coordenador,11923.11,2021-08-16,F,42,Divorciado,Ativo
961,Murilo da Rocha,Produção,Gerente,9241.84,2021-11-27,F,63,Solteiro,Ativo
962,João Felipe Fernandes,Logística,Gerente,7508.99,2023-12-17,F,46,Solteiro,Inativo
963,Marcos Vinicius Cardoso,Logística,Gerente,13208.7,2018-08-30,F,34,Casado,Inativo
964,Kaique Melo,RH,Técnico,2567.76,2019-05-22,F,41,Casado,Ativo
965,Srta. Luana Nunes,Financeiro,Analista,6742.77,2024-02-13,M,20,Casado,Inativo
966,Srta. Isadora Alves,RH,Técnico,9592.61,2024-12-09,M,22,Viúvo,Inativo
967,Lavínia Pires,RH,Assistente,10326.2,2022-07-01,F,29,Casado,Ativo
968,Luana Barros,Financeiro,Técnico,9067.35,2022-04-28,M,38,Casado,Inativo
969,Ana Luiza Oliveira,Financeiro,Técnico,8009.59,2019-10-13,F,36,Casado,Inativo
970,Pietro Lopes,Logística,Assistente,10672.76,2017-09-18,M,24,Solteiro,Ativo
971,Paulo Silveira,RH,Analista,13249.05,2017-01-16,F,41,Solteiro,Ativo
972,Daniel Rocha,TI,Coordenador,11487.67,2016-08-09,M,65,Divorciado,Inativo
973,Maria Luiza Souza,TI,Técnico,13609.81,2022-05-04,M,56,Solteiro,Inativo
974,Sr. João Lucas Almeida,Produção,Analista,9268.53,2022-09-10,F,43,Casado,Inativo
975,Davi Lucas Melo,RH,Técnico,4336.87,2022-12-27,F,32,Solteiro,Ativo
976,Ana Vitória Freitas,RH,Técnico,2224.18,2021-08-11,M,61,Solteiro,Inativo
977,Dr. Davi Lucas Nascimento,RH,Coordenador,13216.01,2020-12-30,M,49,Divorciado,Inativo
978,Fernando Gonçalves,Vendas,Gerente,13004.21,2019-04-05,F,24,Casado,Inativo
979,Dra. Pietra da Luz,RH,Analista,9486.05,2016-03-17,F,65,Casado,Ativo
980,Stephany Novaes,Produção,Coordenador,3106.89,2017-07-07,M,22,Divorciado,Ativo
981,Ryan Freitas,Produção,Assistente,3045.96,2021-08-19,F,36,Solteiro,Ativo
982,João Moraes,Logística,Coordenador,9376.05,2019-06-23,M,23,Viúvo,Inativo
983,Maria Alice Silva,Financeiro,Gerente,14942.48,2025-09-13,F,50,Viúvo,Inativo
984,Eduarda da Rocha,RH,Coordenador,8208.2,2018-11-08,F,61,Divorciado,Ativo
985,Sophia Azevedo,Financeiro,Técnico,5039.08,2016-05-01,M,65,Casado,Ativo
986,Dra. Evelyn Souza,Financeiro,Analista,4975.88,2017-04-13,F,35,Solteiro,Inativo
987,Maitê Cardoso,Financeiro,Gerente,14046.6,2020-03-01,F,52,Viúvo,Inativo
988,Lara Monteiro,Financeiro,Gerente,4331.98,2024-03-18,M,56,Divorciado,Inativo
989,Ana Freitas,Vendas,Assistente,12257.28,2022-02-09,F,30,Casado,Inativo
990,Sr. Rodrigo Moreira,Logística,Assistente,8671.52,2021-10-01,M,53,Casado,Ativo
991,Sr. Vicente Silveira,Produção,Gerente,8026.7,2021-07-11,F,55,Viúvo,Inativo
992,Emanuel da Cruz,Logística,Gerente,12572.11,2024-01-30,M,33,Viúvo,Ativo
993,Enrico Monteiro,RH,Coordenador,14677.33,2017-12-26,M,52,Divorciado,Inativo
994,Ana Lívia Cardoso,RH,Coordenador,14912.48,2015-10-22,M,27,Solteiro,Inativo
995,Fernando Monteiro,RH,Assistente,10983.02,2023-01-09,F,42,Viúvo,Ativo
996,Matheus Aragão,Financeiro,Analista,11389.03,2022-05-06,F,26,Viúvo,Ativo
997,Ryan Martins,Financeiro,Analista,14060.42,2023-06-05,F,37,Viúvo,Ativo
998,Isabelly Ferreira,TI,Gerente,2348.73,2023-12-29,F,58,Solteiro,Inativo
999,Thales Farias,Produção,Analista,9430.62,2019-12-25,M,41,Solteiro,Ativo
1000,Sra. Maysa Costela,Produção,Técnico,12549.72,2022-11-14,M,46,Viúvo,Inativo
